META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-09 12:03:18 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-09 18:24:11 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-09 22:23:49 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-10 02:23:16 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-10 06:23:29 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-10 10:23:06 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-10 14:23:13 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 14; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-10 18:23:17 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-10 22:23:39 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-11 02:23:51 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 14; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-11 06:24:28 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-11 10:24:40 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-11 14:23:00 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-11 18:23:05 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-11 22:25:49 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-12 02:24:33 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-12 06:24:42 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; ; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; ; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; ; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-12 10:25:22 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 14; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-12 14:25:13 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-12 18:24:25 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 113/19; 6; 13/2; 113/19; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 55/4; 12; 11; 55/4; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-12 22:27:24 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 113/19; 6; 13/2; 113/19; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 55/4; 12; 11; 55/4; 20; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-13 02:25:40 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 55/4; 12; 11; 55/4; 19; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-13 06:29:33 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 55/4; 12; 11; 55/4; 19; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-13 10:24:08 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 14; ; ; ; ; ; ; ; 12; ; 55/4; 12; 11; 55/4; 19; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-13 14:27:57 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 27/2; 12; 11; 27/2; 19; 15; 11; ; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-13 18:29:42 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-13 22:25:38 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-14 02:26:55 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-14 06:24:11 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-14 10:25:42 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-14 14:29:22 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-14 18:25:06 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-14 22:25:02 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 3/19; 2/11; 2/11; 3/19; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 96/17; 6; 13/2; 96/17; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-15 02:26:11 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 13/2; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-15 06:23:05 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-15 10:23:44 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; ; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; ; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; ; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-15 18:23:33 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; ; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 18; ; ; ; ; ; 16; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-15 22:24:21 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; 16; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-16 02:26:33 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; ; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 18; ; ; ; ; ; 16; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-16 06:23:28 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; 16; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-16 10:24:13 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; ; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 18; ; ; ; ; ; 16; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-16 14:25:09 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 13/2; ; ; ; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 8; 5; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 16; ; ; ; ; ; 16; ; 12; ; 59/4; 12; 11; 59/4; 19; 15; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-03-16 18:26:25 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; ; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 4/25; 2/11; 2/11; ; 2/11; ; ; ; 
